username,usercomment
瞧你拽样,喜欢光喜对，好有缘啊
土豆用户_413372242,杨洋好man，还怕他有孩子气呢，但是最遗憾的是他的指甲[汗]
尹学涯,杨洋这期的发型和我弟太像了，看得我好出戏
腾讯用户1472009289092557,我觉得郑爽演的很好，[稀饭]还有那个肖教授的课的那一集表现出了有点小小紧张的感觉因为肖奈坐在他的旁边，表现出良家少女的感觉，杨洋演的电视剧一般呢在看喜欢的人的面前不笑，而是偷偷笑，[无语]
满天繁星88833719,洋绵绵耳朵怎么那么红
腾讯用户1472094078457275,郑爽想象的剧情是挺狗血的。
腾讯用户1472101256344264,666666666666666666666666
丢民想害朕,电视看完电脑也看，不够不够
腾讯用户1469209825172683,广告有木有
微信用户1472101341301323,她们的宿舍真好😔😔😔
腾讯用户147124216952855,郑爽微微一笑很倾城
ychun纯,郑爽郑爽郑爽
腾讯用户1471076895515326,比电影好看多了[赞]
朋友不看会员频道别挂着号人太多,。。。
我是星星会发光i61690934,这剧耐克承包了呀
腾讯用户147210141008779,我也没
微博用户1471968259586961,把老夫的狗粮端来
土豆用户_427406888,觉得演的真心可以😄刷了遍小说，蛮符合原著的。
腾讯用户1469291649073251,在游戏中，好想剪掉杨洋的头发呀！觉得好变扭哟！不过杨洋变成什么样子，我们永远爱你，杨洋！[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
优酷用户1472101454426637,很喜欢爽  演技越来越好
土豆用户_354316821,已转发评论
土豆用户_788268361,简直不要不要的
土豆用户_720134747,广告都⋯
腾讯用户1470579558806872,已转发评论
微信用户1471923282588575,郑爽，不管胖瘦我们都爱你
彼得潘78164710,杨洋的古装让我想到了古代倾国倾城慕容冲     他应该也就是这样帅吧
littlemonster46061270,杨洋的身高是硬伤啊  再高点就无敌了
微信用户1470918305462952,哈哈 不错 好看 很喜欢杨洋他们宿舍的几个人 很搞笑 觉得郑爽和杨洋挺配 这部剧真心好看 不过baby和井宝演的电影也好看 😍
腾讯用户147210141008779,哪里有弹幕
优酷用户1468588467552201,好看，这个比电影微微一笑很倾城好看多了。[稀饭]
eRose88059236,喜欢爽妹，美呆了，好喜欢这对cp
优酷用户1469170018231221,好
queen66156427,肖奈的小眼神，太酥了
持久微笑28312412,嗯嗯￼ 
过好现在。27828140,很好看啊，有空看小说！
腾讯用户1470399739545369,拜拜
疯果布丁,太棒了
jennyhoc,微微不喜欢太暴露
热可可c,感觉好像在拿着抹布挥[辜战_逗我]
腾讯用户1469773857504571,奈大神太毒舌了 好喜欢看他虐他的舍友们啊[搞笑][搞笑]  为毛有些不切实际的想看奈大神虐杨洋本人。。。嘻嘻
林小爽_onion,爱小爽
土豆用户_457814827,杨洋杨洋杨洋
腾讯用户147210132546018,肖奈好帅
优酷用户1470495238350855,郑爽很棒啊！
楠版谢微尘,肖奈果然不动声色撩妹啊，看的苏死了
我ゞ卟希望要继续,郑爽真的好漂亮[稀饭][稀饭][稀饭][稀饭]
谁的青春不迷茫lhl,喜欢杨洋郑爽主演的微微一笑很倾城
似水流年繁华了谁22896195,什么时间更新啊，求告知[赞][赞]
土豆用户_806085957,微微一笑很倾城好好看，我都有点喜欢郑爽了
jennyhoc,已转发评论
腾讯用户1472101256344264,6666666666666
微信用户1471959720710265,杨洋的声音好好听[稀饭][稀饭]
土豆用户_807040604,我天
yq015318,喜欢杨洋
优酷用户1471684600216222,贝微微喜欢肖奈，我喜欢杨阳演的肖奈
腾讯用户1471924005109507,杨洋好帅[稀饭][稀饭][稀饭]
优酷用户1471961181250779,你们卡吗？
满天繁星88833719,我家也是304
优酷用户1470495238350855,中毒好深奥#郑爽#
酱油_elf,就我没弹幕吗？
爱心觉罗13573165,好看到不行
ぇLuckyDreamS喰种,“老三，你干嘛去？”“找他再打一场！”帅瞎我一脸啊！
优酷用户1467194965954553,广告实在是太多了
微信用户1472101219041125,感觉毛晓彤真的好漂亮[稀饭]
土豆用户_422191687,表现的让人有点尴尬 还是加油 会继续追
妞妞嗳宝,郑爽就是太瘦了 在胖点就好了 大赞
腾讯用户1469442833391553,周级更新呀？
优酷用户1466390105764328,不管复合是不是真的，但是这条消息却有假的部分，这根本就不是厦门的酒店好么，看图右上角，湖湾KTV，而湖湾酒店是自带KTV的，湖湾酒店是在北京的，而且在厦门并没有分店，之前每天大家都拼命搜的微微和主创都不上热搜，现在新闻一出马上热搜就铺天盖地了，明显就是看人家剧太火了，羡慕嫉妒恨阿，爽妹子，你到底是得罪了谁
abu1227,看看看看，二刷不客气！！走起
腾讯用户1462966075509644,我也是1
腾讯用户1471920949512363,突然感觉baby和井柏然演的不咋滴好
指尖上的星星90237403,郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽郑爽永远支持😊
爱你的小伟哥,杨洋耳朵好红
-Small_Stone-,为什么我玩儿游戏的时候，外设键盘啊、音响啊啥的得弄一大堆。。。。。。。
腾讯用户1471075435557822,已转发评论
-Small_Stone-,为什么我玩儿游戏的时候，外设键盘啊、音响啊啥的得弄一大堆。。。
腾讯用户1471918219588909,真心喜欢小爽
腾讯用户1471075435557822,已将不算慢，比那些一周更两集的剧好多了
优酷用户1468998633765323,[赞]
指尖上的星星90237403,加油爽[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
腾讯用户1472084088926875,杨洋好帅好帅好帅好帅好帅好帅，[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
倦鱼67024397,甜死了。郑爽演的不错，细节表情我觉得挺适合角色的，往往就不用说了[赞]总之看剧看不爽啊，一下就看完了，表示看这剧里面，也会跟着笑，相信同感的人很多。好觉也让人挺想念大学的，没让人失望，挺开心的，高中看的小说。[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
微信用户1472100964706298,真的太好看啦😄，里面的全都是帅哥美女，优酷比别的视频网站靠谱多了，起码这个不用办会员，艹某视频，就为了追剧搞得我办了好多会员
凌若若_,我想说大学宿舍好好啊
69203543,喜欢小爽
腾讯用户1466995398438676,小爽太瘦了吧
星89024281,看一集虐一只狗，现在的电视剧都是这样，让单身够没法看了[金宝三_可怜]
天心16987851,觉得我鄭爽太瘦了，不过很喜欢她演这个剧！
微信用户1468918674796767,爽爽好美   大爱[稀饭]
太阳暖人不暖心14387533,好赞啊[稀饭][稀饭][稀饭][稀饭][稀饭]
土豆用户_358292535,爽妹子太没了
腾讯用户1471243351083132,都是羊咩咩的
栽秧19652188,好看好看
腾讯用户1468904356706557,颜值就决定此剧爆火，郑爽和我差不多大，能那么有毅力，瘦的刚好符合芦苇微微的造型，服装，简直太棒了。
优酷用户826369351,视频里那妖怪不是王者荣耀里的钟馗吗！
腾讯用户1470452238784266,打篮球的大神好帅！
知足长乐70206019,很好看
왕원84708995,杨洋出场的时候太帅了！
腾讯用户1462355957249386,郑爽好美啊
腾讯用户58324652,看完微微后我找到了玩游戏的理由[赞]
ANANAzure30580315,我艹 第五集啊 终于说上话了！！！
toddma,帝都哪个学校的寝室这么好？
叔的心思,洋洋的声音不太好，好像
腾讯用户1468380430415321,孟逸然好高傲好讨厌，借着背景和家世乱指挥别人，别人又没惹他有本事自己靠实力来报复别人，就知道暗地里算计别人，还有她的跟班也特别讨厌
微信用户1472100832130919,挺好看的
夭墨霁雪,不！瘦的胸都没了（这真的才是重点），游戏里的扮相还没现实中的好看
腾讯用户1471882005824511,杨洋郑爽一个茉莉花茶的广告苏我一脸血
﹎嘬茩ミ,对于我这种对游戏没感觉的人，看的有点入不了戏，越看越没意思
向往雪峰,喜欢喜欢
土豆用户_746744724,当年的楚雨寻
腾讯用户1472010777709616,这狗粮发的也是不要不要的了>_<
磕巴L,好帅好帅好帅好帅
优酷用户1470043788042999,如果
微信用户1472049887489788,智障吧
52552657,请问贝微微的宿舍是女生宿舍？有那么漂亮那么好的宿舍？上次我去我姐的宿舍，那宿舍又破又久，唉，你们好幸福啊！
飞扬伦海,高中欠我一个路星河 大学我要一个肖奈
ForeverHogwarts,233曹光演员是白宇，他还主演《美人为馅》，原著党们哭瞎了.....
犀利大白,每天直播看一遍，在优酷看一遍，连做梦都是他们，女神微微，大神肖奈😂
ら泪已流,我是潜水党  但是好好看  更新快  必须出来顶下
腾讯用户147210068014719,杨洋一笑很倾城
腾讯用户1472100615117343,好看
星爱娅,爱爽。。。。支持你
土豆用户_478942058,迷妹在此
腾讯用户1472018073586799,大爱郑爽
腾讯用户147062399720664,我只想说，曹光太丑了，为什么剧里的人都说曹光好看啊
土豆用户_849266847,这部剧全部用得是华为手机好像，太赞了，没有满屏的苹果
向往雪峰,好啊好啊
闻声15257528,快点播呀快点播呀，两集根本不能满足我想舔屏的心
记忆ゞ幻灭,郑爽太瘦了，让人心疼
焰飞飞飞,最讨厌这种看个电视剧都不认真的人了，只会张着一张嘴问别人，IQ太低
腾讯用户1472100556927135,不好看，剧太渣，但是为了杨洋
腾讯用户1462027047237752,剧铁粉，爽妹纸加油加油再加油
爱心觉罗13573165,好看，快更新！丶
优酷用户1465034560536843,看了三四遍了
三杯两盏淡离殇,校花的牙牙牙
优酷用户1472100527719328,haoxihuaxiaolaiheweiwei
向往雪峰,很仙很好看
淽沐安然50899593,倩女幽魂
满天繁星88833719,好苦啊
优酷用户147202572679048,郑爽喜欢加油
腾讯用户1466679053236595,弹幕太可怕了     好喜欢   肖奈  微微
优酷用户1471908858845231,帅帅帅美美美
腾讯用户1472100501845924,我只想说，曹光真丑。。。同意的顶个..................
腾讯用户1471942999731129,倩女幽魂
腾讯用户1471960551715362,贝微微美美哒
咖啡工作者,怡然那个牙齿好恶心
腾讯用户1472100329931735,很好看，不过广告太长了
三杯两盏淡离殇,怎么没有下集预告啊
wandesi,为什么会员还有广告[汗]
wandering97227962,想让颖宝拍校园电视剧
侒瀞僦好14345090,杨洋，篮球🏀打的不错
优酷用户1465040671072780,作为小说党。觉得男女主演技都在线！
腾讯用户1472098531976323,孟逸然就是个输不起的碧池，有良好家庭的白莲花
单月影双,[稀饭][稀饭][稀饭]  but好歹尊重下倩女真正玩家啊！！！初级玩家再渣也不会被蝴蝶追着打吧。。。还有那个妮妮明明是小魅者的既视感，为嘛和薇薇聊天的时候是医师头像啊！！！！好出戏。。。
微信用户1472100394525840,喜欢郑爽，她很坚强，加油[赞][赞][赞][赞]
雪莉23563947,肖奈肖奈肖奈肖奈肖奈[止戈_花痴][止戈_花痴][稀饭][稀饭][苏兄爱你][苏兄爱你]
微信用户1471887179188895,电视剧比电影超好看 ，主角演技超级棒，演的太有活力了。
腾讯用户1471960551715362,郑爽么么哒。加油加油加油
优酷用户1472098881300373,呵呵
腾讯用户1472080927493551,曹光的室友是谁演的啊，感觉好眼熟
弌秊秊,"配角也很出彩喃。优乐美，唯品会，opp R9,御泥坊，欢迎补充"
优酷用户1472098881300373,对对对
傷涐亽涐頂伱嗰肺20617615,这是什么游戏啊
小丸子心事387,支持郑爽、杨洋、顾漫！！希望他们三个越来越好~~~~~非常喜欢微微这部小说！！！更喜欢男女主演！！！
宫本凉子,记得小说里肖大神是无意间在网吧里被一个女玩家纯熟的指法所吸引，才知道芦苇薇薇和贝微微是一个人。电视剧里也有交代这个情节
妄想xiana,一天两集好评  江苏卫视好评
微信用户1468514923135425,这广告也是醉了 这么长
微信用户147127102381629,牛
腾讯用户1472100385760962,我想若白粑粑了
土豆用户_852822373,大爱杨洋！表白！😘
腾讯用户1465403579535779,郑爽加油！！！！！一直爱你哦！！！！
惬惬容安,两人如果做官配该多好啊
腾讯用户1469521832103171,这个是怎么更新的
支付宝用户1471927874554908,在微博上看到有人说电影比电视剧的好看太多，我也是醉了[搞笑]明明是电视版好看好吗[稀饭]爱肖奈爱微微，就是我心中的微微一笑[稀饭][稀饭][稀饭]
腾讯用户1471969772341319,倩女要火🔥一把了。
腾讯用户1472100346745484,以前对爽妹子真的无感，好坏都不在意的，看了微微瞬间的路转粉[赞]，只是有点太瘦了，继续加油吃饭！！！
优酷用户1471093852236402,好想一下子全看完
优酷用户1472047870176961,剧版的实在是太好看了，看了好几遍都看不腻啊
腾讯用户146914224431839,发现好多广告都是杨洋代言的
侒瀞僦好14345090,喜欢小爽和杨洋在一起
腾讯用户147191817020142,好帅，，，好甜，，，好虐单身狗呀，，，感觉郑爽和杨洋演的好好，，，每天都在期待着
mob_17781102205,爱杨洋，爱小爽[稀饭][稀饭][稀饭]么么哒！虽然小爽跟我心目中的贝微微不太一样，但还是很好看啊有木有！颜值超高！杨洋神还原，就是肖奈本人呐[赞][赞][赞]
腾讯用户1468485360962130,路转粉了
优酷用户1472096269889564,美美美美，帅帅帅帅
优酷手机用户_hUUgVNLh,广告 越来越长了  因为杨洋 我还是耐心的看完了[无语]
惬惬容安,这两人做官配好了
优酷用户1464518516068507,杨洋加油！爱你
优酷用户832386996,好帅啊哇卡卡卡卡，为啥大神耳朵那么红啊？！哈哈哈哈
微信用户1465892830172855,讨厌二喜，她根本没有喝奶茶，太假了
优酷用户1472096413086554,那时候我的朋友都嫌广告多
爱茶犬,咋没了预告
蝶吻花29950953,挺好看的。。戏里反派，戏外又不是，就是有你们这种人故意恶化别人，戴有色眼镜，才会觉得反派是丑b
Elda-,心疼郑爽，瘦得像是得了厌食症，多吃点啊…
惬惬容安,这对太搭了，CP感超级强啊
爱我的人前途无量61986538,太喜欢看了
优酷手机用户_8chnz0qz,好好看，看了几遍了
土豆用户_854134541,肖奈大神赞！
腾讯用户1472026136690648,杨洋 你这是多久没有剪指甲啦？
Ash_yl,素纱单衣还是素纱禅衣
梦游者73778553,超好看的，喜欢剧里的肖奈，也喜欢现实中的杨洋！支持这个电视剧!点赞！
腾讯用户1467701224682748,支持这部剧
谜梦雪,广告太长啦[难过][难过][难过]
土豆用户_857511755,一直爱洋洋
腾讯用户1471962877106137,杨洋太帅了，从春晚的'父子'开始喜欢他的，越来越喜欢了[赞]
土豆用户_720457680,郑爽不是最瘦的，赵丽颖才瘦
搁浅88586322,"科学啊，通识选修课就是随便选什么的啊，主要就是拿学分啊
"
土豆用户_484090308,听广告听成“你想成为我今晚的午饭吗？”作为吃货的我立马去看广告，卧槽“你想成为我今晚的舞伴吗？”
微信用户1472100136885190,女主随便一个屌丝舍友都比校花漂亮好叭。。
腾讯用户1471584106792855,对杨洋路转粉了喂，杨洋好帅，好帅，想做杨洋媳妇的赞我
腾讯用户147202776622860,广告太久了
格宝小丸子,孟逸然好贱←_←[笑cry][笑cry][笑cry][笑cry][愤怒][愤怒][愤怒][愤怒]
男优叼烟专属2号,一天两集完全不够看啊！太太太太好看了。。。。
土豆用户_732892686,若白你什么时候回来
微博用户1470713865501287,两分钟的广告可以的
腾讯用户1469554404299339,biubiu
腾讯用户1472100220600518,没有电影好看
腾讯用户1472100213554925,杨洋演得太棒了
腾讯用户1471953608040347,真好看
朱墨_,很挫
落雨轻尘17193035,录视频里的插曲是小曲儿的《丹青客》[赞][赞]好有代入感[稀饭][稀饭]
优酷用户1470385613858657,好看好看好看好看好看
优酷用户1471768944112855,已转发评论
优酷用户1464758413873660,[稀饭][稀饭][稀饭]杨洋帅
-炮炮爷,明明是电动车，居然还有摩托车的声音
微信用户1471998568954406,卧槽。太符合了杨洋
土豆用户_753405041,女贼和琴师那个故事真是让人无力吐槽。
绝尘猫少,不紧不用苹果手机也没用苹果电脑了，这样才对嘛~人家韩国人都知道拍自家国产电视剧拿自家国产手机，老拿苹果，苹果给你钱了还是给你投资了？为扔掉苹果也得赞个~
优酷用户1471768944112855,郑爽好美呀
沐兮03448106,这是我这么多年看到的国产剧最好的一部了  看好你们
李澳苹,昨天晚上还6点几亿的收视量，今天中午就9点几亿。。。。好可怕
腾讯用户1472034820458728,怎么四跟五的情节一样的
优酷用户1470227800636463,看一次疯一次，爱死[稀饭][稀饭][稀饭][稀饭]
优酷用户1472100145231941,什么时候更新啊
熟友91195038,因为他父母是做有关历史的
侒瀞僦好14345090,肖奈听到说曹光要追微微，吃醋了[稀饭]
优酷用户1463834989572441,大爱肖奈贝微微
루한FNGKS71148506,天啦噜~净是洋洋的广告
腾讯用户1471872833123302,郑爽的演技很好，小动作表现了心理活动，，棒棒哒
腾讯用户1472098007665506,支持郑爽！🌸，支持杨洋！🌸，支持微微一笑很倾城！🌸
手机用户_440110340,郑爽的游戏人物演得很好！这么多年我觉得她这个游戏人物演得最好👍
腾讯用户1466679053236595,幸好   肖奈没看上他   力挺   肖奈  和微微
弌秊秊,配角也很出彩喃[稀饭]
腾讯用户1471935064711540,[太阳_嘿嘿嘿]
腾讯用户1472015908286956,杨洋，好帅啊！[稀饭][稀饭][稀饭][稀饭]
腾讯用户1468728692181186,郑爽还不是整容了的，她们又没得罪你们，你们有必要说别人丑吗，也许是你们自己好看吧，呵呵哒
腾讯用户1471963763240953,有些人 老是说瘦？ 也喜欢拿ab比？那ab就身材火辣？ 也不是一样没胸？ 看电视就好好看， 不喜欢就不看，又喜欢看，又喜欢找不自在？ 自虐吗？ 看电视本来就是涂个开心，水军就另当别论了。 看个电视你还比较找不自在有什么好看的呢？ 老是捏着34c有意思吗？ 看看别的不行？
腾讯用户1472100095977594,男神杨洋
腾讯用户1472002044286576,爱你小爽，小爽演技太棒了 ，表情很到位嘛
小丸子心事387,支持男女主~~~~加油！！！
lineryuan2007,郑爽太瘦了  看着心疼
滕佩珍,郑爽太瘦了，还没胸，演戏有点作作，感觉不太入戏，加油，郑爽[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]…
优酷手机用户_nishm1w9,受不了了，好久没有这么激动了，虽然对两位主演没有太感冒，但是不得不说剧情很新颖。
优酷用户1470063161509340,爱上肖师兄了，一集都要看好几遍才舒服[稀饭][稀饭][稀饭][稀饭][稀饭]
土豆用户_393086576,这课，额，太夸张了
有始无终907,幸亏剔除了，不然进了公司更不好过
腾讯用户1466679053236595,孟逸然  校花   就她   还校花  一看就是心口不一      不清纯    妖娆的气质   符合她  感觉  很有心机
优酷用户1465034560536843,曹光哪里好看了
微信用户1472000393202877,路转粉，郑爽
微信用户1472062437208207,肖奈知道、
苏苏icon,第一次见面放的歌叫什么？
天地铁5,好看
侒瀞僦好14345090,肖奈昨天对阵曹光的时候，眼睛里有杀气。真是太犀利了
腾讯用户1468904356706557,这部剧就是为了颜值，青春，吊炸天看的，偶像剧玛丽苏，都是计算机，也没有戴眼镜，也没有秃顶，还是帅哥，有天理吗！
cahandle,因为小说出来很久了你才看
小丸子心事387,支持男女主的作品！！！
zhuzhu101101,这广告真是服
aoerfeisi,好看
优酷用户1471362011688281,主要目的是看您儿子，顺便听听您的讲课
腾讯用户1472100003568249,杨洋太帅了
优酷用户1472096413086554,我洗完衣服广告还没演完
腾讯用户1472099726306188,醉醉了，杨洋太帅
y03972510,唯一的败笔是理工科的学生都是不用笔记本的！不用台式卡死～
土豆用户_722075897,郑爽太仙了[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][牛][牛][牛][牛]
优酷用户1470569947304279,微微宿舍都是美女，肖奈宿舍全是帅男哎。真是太完美了
腾讯用户1471753767636106,9494
优酷用户1472019929989775,比北鼻好看
微信用户1472023658170411,杨洋好帅好深情，郑爽好美好可爱，太喜欢他们俩了，真演活了这剧
珍惜11846093,支持小爽
土豆用户_849146122,太帅了
腾讯用户79685715,爽爽可爱死了、
腾讯用户1472098322932891,时时刻刻关注着！
土豆用户_715436073,郑爽演技棒棒棒，美工也蛮好
珍惜11846093,郑爽演的好好
土豆用户_795498857,好
微信用户1471883777327797,难道只有我的下载了看一小会就说播放错误？？？
珍惜11846093,郑爽好美
腾讯用户1467981811799573,第一集的时候，肖奈在网编和他舅舅谈事，然后当时看到贝微微玩游戏，就知道了
土豆用户_715436073,游戏场面也很棒
优酷用户1471584963336468,二喜这个逗比
腾讯用户1472013100654248,很喜欢电视剧版的微微一笑很倾城～[稀饭][稀饭][稀饭]
优酷用户1466820513496597,不想看到郑爽穿短袖的样子[难过]太瘦了看着都心疼
腾讯用户1469062859221578,卧槽，看到一半还加广告。操蛋
腾讯用户146284969388669,我的天啊啊啊啊啊 肖奈大神太苏了 杨洋啊啊啊啊啊啊啊 演的太好了[稀饭]
土豆用户_715436073,哇，郑爽这次演技好在线啊
微信用户1472031480477980,额。。。是航哥对吧？有没有眼尖的小伙伴认粗来？那是苏航吗？
优酷用户1466212371516161,还我原著微微🉐34c[难过][难过][难过]
腾讯用户1465456803528784,好看好看  表示和看小说时的感觉一样
怪咖女王嘻唰唰45609497,看过小说后再看这个，真的有惊艳到！男女主很符合书中形象
微信用户14719476426400,羊羊羊，帅帅帅！！！[稀饭][稀饭][稀饭][稀饭][稀饭]
微信用户1467208277840781,想问个问题，肖奈是什么时候知道芦苇微微是贝微微的？
腾讯用户1469021856168557,郑爽还是有点楚雨寻
微信用户147195167197792,每天等着更新看着很不爽，又想等着全更完再看，又想更一集就看[难过]
腾讯用户1469021856168557,杨洋演技好
迁就你一生24323582,[稀饭]
腾讯用户51025647487,太瘦了  这腿细的。
优酷用户1471358280228958,广告太多[无语][无语][无语][无语]
优酷用户1466212371516161,杨洋，杨洋，杨洋
如果小新没了蜡笔97761946,不科学，计算机系的选修历史
Monitoradult,[赞]
腾讯用户1469011818702358,好看，颜值高，演技高！就是广告太多[难过]
长不大的cccd,女贼抢亲部分，白衣琴师好美好苏啊！当大神不再是大神，那种清冷，那种无助，那种被感动，那种深情，只需一个眼神的变换，就全被杨洋演绎出来了！
带爱而来11,很好看，为小爽而来，[汪大东_放电]
残虹00476683,曲爷……[赞][赞][赞][赞][赞][赞]
腾讯用户1468904356706557,这广告植入太商业
优酷用户1472019929989775,电视剧比电影好看
微信用户1470988172258543,又҈不҈是҈只҈有҈你҈一҈个҈电҈脑҈是҈惠҈普҈的҈😐😐
腾讯用户1470648696971514,[断肠人_兴奋]
土豆用户_823720102,只有我一人觉得曹光太丑了嘛！
优酷用户1463403899351465,再来一场！吼吼吼男友力爆棚！！
微信用户1472099756000212,喜欢郑爽演的微微，不喜欢杨颖演的微微郑爽比杨颖的演技好多了！喜欢郑爽[赞]
微信用户1472062437208207,看了两遍了😂
微信用户1472098405111806,杨洋太帅
优酷用户1463893669248208,实在太好看了
腾讯用户1472099893729772,肖奈大神好帅！路转粉！！！！
优酷用户147196027749333,爽现在演技进步了真的
未寻66052889,[稀饭][稀饭]大神吃醋了
优酷用户1472096413086554,广告好长
微信用户1464783643693624,全是洋洋的广告
-Small_Stone-,片头篮球斗牛的时候，第一个投篮好假、、、
向往雪峰,大陆剧不必韩剧差，很好看啊
腾讯用户1471673832849347,郑爽太瘦了  演不出来
腾讯用户1472000654858968,孟逸然为什么那么贱，有情敌，直接公平竞争不得了，还把大壳，和室友都删除了，怎么那么坏
廖梦寒07664484,我终于知道郑爽为什么说是为剧瘦身的了， 虽然是太瘦了点，可是游戏的时候很接近游戏人物的感觉，加油啊，郑爽，对你路转粉了。
腾讯用户1468728692181186,你们何必呢，每个电视剧都会有这些人演的，她们也不容易，谁不想演好一点的呢，如果郑爽演这类人呢，所以不要骂她们了
腾讯用户1466210622939932,虽然说我喜欢鹿晗，但是看到杨洋演的肖奈，我都要动心了
微信用户1470530436185659,这部剧满分啊！？？？
微博用户1472099861583426,中了洋洋的毒
故17996189,芦苇微微和贝微微是一个人
腾讯用户1469274900839553,二喜古装好漂亮好可爱啊！
微信用户1472055783999140,哇，大部分广告都是杨洋的，还有一点是微微一笑很倾城的，哇，不可思议啊！
土豆用户_725138981,[赞][赞]
侒瀞僦好14345090,杨洋，你出场的时候太帅了
ANANAzure30580315,哈哈 我哈以为就我这样
优酷用户146173182221859,帅帅帅帅
腾讯用户1472099615294450,这校花也忒丑了吧！还校花我看笑话还差不多。
腾讯用户147156775365243,校花真腹黑  还没系花好看
小星星76265136,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
laowenjie,微微一笑很倾城
明云生,两个版本各有千秋好吧？电视剧版的主角和剧情当然更适合体现小说里的东西，也希望右边说话注意素质，不知道你是不是粉丝，是的话真会给你家爱豆招黑
优酷用户1469094602274468,好喜欢这对cp
烟奴59720849,当一个人除了颜值再也没有其他可以称赞的了后  官方人员才会大力炒作  慢慢的将颜值这个无关痛痒的问题变得无懈可击  嗯  就是这样  欢迎反驳
腾讯用户1472048988167477,喜欢小爽
腾讯用户1472059490325415,杨洋好帅[稀饭][稀饭]
沐小柒71815489,这个霸道总裁范真足，天蝎男男友力爆棚啊，敢抢我的女人，找死(╰_╯)#
优酷用户1467553324229444,广告中间插播电视剧
quyang926,看不了5  6集啦？
维斯特文森,对不起，我是警察
我有病叫爱咳嗽34371853,七个广告，三个杨洋
lekoleko86,配角演技能不能不要这么浮夸，真是看的人尴尬
微信用户1472099583534846,好喜欢小爽
土豆用户_807040604,大神
侒瀞僦好14345090,[赞]
叶涵72367108,好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看
冰天雪地79306656,庆大在哪里呀？
喧嚣离去,塔姐和曲爷的歌在虐的时候出现了[难过][难过][难过]
微信用户1466407654006988,支持小爽饰演的贝微微[稀饭][稀饭]还是电视剧比较符合原著[赞]
优酷用户14720993255195,我喜欢郑爽演的贝微微，虽然明显很瘦，实力不输任何人！
紫陌洛洛,小曲儿的  《丹青客》   一直是我喜欢的歌，真是好好好喜欢啊~~~~
微信用户1472099574845909,好好好好好[赞][赞]
毕业季离别伤81846992,杨洋有木有很帅
腾讯用户1468474472373960,庆大是什么大学啊
呵呵哥71904770,剧情确实有点狗血^_^
腾讯用户1472099353968727,[稀饭][稀饭][稀饭][稀饭]
暗阁明包子解说,喜欢
孤独患者自我拉扯i83947838,每集都忍不住要看好几遍[赞][赞][赞]
微信用户1470988172258543,广҈告҈太҈长҈了҈。。。
林愔,甜死啦！啊啊啊！
腾讯用户1471193386566654,怎么连预告都没有了
微信用户1471992949638847,我也不爱玩游戏，似乎现在有点喜欢了
ykapp_9x2svi0u,好看
腾讯用户1472029006377764,杨洋迷死人了啊
腾讯用户1468401768147669,再打一场感手下怎么听怎么帅留情了
devamvil,啊啊啊啊啊啊啊啊啊我家曲爷的 歌我就知道会在游戏里听到
微信用户1471855008218602,喜欢爽妹子[稀饭]
腾讯用户1472099485946435,比电影好看多了，郑爽美爆，杨洋帅爆[赞][牛][强]
土豆用户_841490555,我是棋贵妃
腾讯用户1471909113213807,郑爽杨洋好配，希望他们两在一起…
木槿-73696725,耳朵好红
土豆用户_389298919,杨洋和郑爽太有cp即视感了
优酷用户1461695547734973,呵呵
土豆用户_729812656,合照活动怎么玩
匆匆那年35203152,曹光的发型简直受不了
土豆用户_784711656,广告好长!太恶心了!
微信用户1472099426072456,杨洋真帅
FionaChouscckljg,我的妈呀 杨洋指甲那么长吗
冬日暖洋0909,啊啊啊啊！杨洋的肖奈大神好棒啊！
