title,rate,url
幻想图书馆,7.6,https://book.douban.com/subject/25886172/
阴阳师典藏合集,9.1,https://book.douban.com/subject/25808738/
御伽草纸,8.6,https://book.douban.com/subject/19985027/
春天与阿修罗,8.3,https://book.douban.com/subject/26431631/
芥川龙之介精选集,9.3,https://book.douban.com/subject/3499317/
仲夏之死,8.4,https://book.douban.com/subject/6719661/
在黑暗中等待,8.4,https://book.douban.com/subject/1868623/
时生,7.7,https://book.douban.com/subject/4152754/
沉落的黄昏,8.1,https://book.douban.com/subject/1949925/
恋文,8.3,https://book.douban.com/subject/6731202/
小仓百人一首,8.7,https://book.douban.com/subject/2153299/
Lens·视觉005：以手抵心,8.3,https://book.douban.com/subject/26721548/
所罗门的伪证,7.6,https://book.douban.com/subject/25954353/
美利坚物语,7.7,https://book.douban.com/subject/4045081/
秘密,7.7,https://book.douban.com/subject/3102324/
人间失格·斜阳,8.8,https://book.douban.com/subject/25814725/
猫与庄造与两个女人,8.2,https://book.douban.com/subject/25923418/
星新一微型小说选,8.9,https://book.douban.com/subject/2214337/
春分之后,7.9,https://book.douban.com/subject/20003447/
晚菊,8.1,https://book.douban.com/subject/5907525/
大江健三郎精品集,8.5,https://book.douban.com/subject/3124867/
潘多拉盒子,8.3,https://book.douban.com/subject/4626138/
变调二人羽织,8.4,https://book.douban.com/subject/26638267/
幻色江户历,8.0,https://book.douban.com/subject/5436811/
阵雨中的车站,7.5,https://book.douban.com/subject/26060718/
天地明察,8.6,https://book.douban.com/subject/25811065/
和泉式部日记,8.0,https://book.douban.com/subject/25816076/
红城堡,6.6,https://book.douban.com/subject/26384630/
东大爸爸写给我的日本史,7.9,https://book.douban.com/subject/26612919/
村上春树·猫,6.1,https://book.douban.com/subject/24838896/
不伦与南美,7.5,https://book.douban.com/subject/2372015/
萤,7.8,https://book.douban.com/subject/1212152/
原来，你已不在,7.8,https://book.douban.com/subject/6795311/
玩具修理者,8.7,https://book.douban.com/subject/1316584/
城市之光,7.8,https://book.douban.com/subject/10755064/
猫婆婆,8.3,https://book.douban.com/subject/4859791/
青春的反证,8.2,https://book.douban.com/subject/5423547/
影武者（上卷）,8.4,https://book.douban.com/subject/4733975/
日本谣曲选,7.9,https://book.douban.com/subject/26304230/
劍豪生死鬥,8.4,https://book.douban.com/subject/25727383/
俳句的魅力,7.6,https://book.douban.com/subject/3107941/
毒笑小说,7.8,https://book.douban.com/subject/4718973/
死者的奢华,8.4,https://book.douban.com/subject/1051986/
王者,7.0,https://book.douban.com/subject/25814402/
德富芦花散文,8.6,https://book.douban.com/subject/3389943/
活着本来单纯,9.2,https://book.douban.com/subject/26873638/
我的阿勒泰,8.8,https://book.douban.com/subject/4884218/
亲爱的安德烈,8.7,https://book.douban.com/subject/3369793/
惜君如常,9.9,https://book.douban.com/subject/26921283/
荷西 我爱你,9.2,https://book.douban.com/subject/3054373/
树犹如此,8.5,https://book.douban.com/subject/6937888/
站在两个世界的边缘,8.2,https://book.douban.com/subject/25735727/
故乡的食物,8.9,https://book.douban.com/subject/4917641/
送你一匹马,8.6,https://book.douban.com/subject/3698390/
千秋,8.0,https://book.douban.com/subject/6088152/
比我老的老头,8.3,https://book.douban.com/subject/1049361/
这就是纽约,8.2,https://book.douban.com/subject/1949417/
林语堂散文,8.4,https://book.douban.com/subject/1322445/
诗人的迟缓,8.5,https://book.douban.com/subject/25908110/
倾城,8.8,https://book.douban.com/subject/1013801/
浮生悠悠,8.6,https://book.douban.com/subject/1070899/
木心作品二辑五种,9.2,https://book.douban.com/subject/23778103/
王鼎钧散文,8.9,https://book.douban.com/subject/1474793/
山河岁月,7.7,https://book.douban.com/subject/1460596/
一个孤独漫步者的遐想,8.3,https://book.douban.com/subject/2209227/
烟愁,None,https://book.douban.com/subject/26880958/
无所归止,7.9,https://book.douban.com/subject/26700864/
爱与痛的边缘,6.7,https://book.douban.com/subject/1041550/
汪曾祺:文与画,8.9,https://book.douban.com/subject/1278499/
私房书,8.6,https://book.douban.com/subject/1441440/
